system:index,east,max,mean,min,north,south,stdDev,west,.geo
14_27,75.58477277291759,1935.8286306863517,1933.9667722254615,1932.6274080245892,30.440289218308802,30.380681472154745,1.2400762539788608,75.52356269326613,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[75.52356269326613,30.380681472154745],[75.58477277291759,30.380681472154745],[75.58477277291759,30.440289218308802],[75.52356269326613,30.440289218308802],[75.52356269326613,30.380681472154745]]]}"
14_28,75.64598285256905,1934.7859649630193,1933.6947564622217,1932.6274080245892,30.440289218308802,30.380681472154745,0.7740232733162337,75.58477277291759,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[75.58477277291759,30.380681472154745],[75.64598285256905,30.380681472154745],[75.64598285256905,30.440289218308802],[75.58477277291759,30.440289218308802],[75.58477277291759,30.380681472154745]]]}"
14_29,75.70719293222051,1936.207871088847,1934.8164000996019,1933.7770722132548,30.440289218308802,30.380681472154745,0.8644532303329555,75.64598285256905,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[75.64598285256905,30.380681472154745],[75.70719293222051,30.380681472154745],[75.70719293222051,30.440289218308802],[75.64598285256905,30.440289218308802],[75.64598285256905,30.380681472154745]]]}"
14_30,75.76840301187197,1937.0911066522606,1936.1315081084679,1934.832013994383,30.440289218308802,30.380681472154745,0.8096925843881407,75.70719293222051,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[75.70719293222051,30.380681472154745],[75.76840301187197,30.380681472154745],[75.76840301187197,30.440289218308802],[75.70719293222051,30.440289218308802],[75.70719293222051,30.380681472154745]]]}"
14_31,75.82961309152343,1937.0911066522606,1935.639448321528,1934.6342452458684,30.440289218308802,30.380681472154745,0.8737378301992912,75.76840301187197,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[75.76840301187197,30.380681472154745],[75.82961309152343,30.380681472154745],[75.82961309152343,30.440289218308802],[75.76840301187197,30.440289218308802],[75.76840301187197,30.380681472154745]]]}"
14_32,75.89082317117489,1936.4236522641793,1935.8856592924574,1935.0051371282843,30.440289218308802,30.380681472154745,0.5531826101591405,75.82961309152343,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[75.82961309152343,30.380681472154745],[75.89082317117489,30.380681472154745],[75.89082317117489,30.440289218308802],[75.82961309152343,30.440289218308802],[75.82961309152343,30.380681472154745]]]}"
14_33,75.95203325082635,1936.7441636820122,1936.3702700224421,1935.9708016626314,30.440289218308802,30.380681472154745,0.2830117022666279,75.89082317117489,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[75.89082317117489,30.380681472154745],[75.95203325082635,30.380681472154745],[75.95203325082635,30.440289218308802],[75.89082317117489,30.440289218308802],[75.89082317117489,30.380681472154745]]]}"
14_34,76.0132433304778,1936.7441636820122,1934.59422071843,1932.4642890806147,30.440289218308802,30.380681472154745,1.327045582885502,75.95203325082635,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[75.95203325082635,30.380681472154745],[76.0132433304778,30.380681472154745],[76.0132433304778,30.440289218308802],[75.95203325082635,30.440289218308802],[75.95203325082635,30.380681472154745]]]}"
14_35,76.07445341012927,1934.8499573475954,1933.1281398402027,1932.3226879293686,30.440289218308802,30.380681472154745,1.0041656859327641,76.0132433304778,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.0132433304778,30.380681472154745],[76.07445341012927,30.380681472154745],[76.07445341012927,30.440289218308802],[76.0132433304778,30.440289218308802],[76.0132433304778,30.380681472154745]]]}"
14_36,76.13566348978073,1935.0685499906742,1932.8356162835812,1932.3226879293686,30.440289218308802,30.380681472154745,0.9091088710948932,76.07445341012927,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.07445341012927,30.380681472154745],[76.13566348978073,30.380681472154745],[76.13566348978073,30.440289218308802],[76.07445341012927,30.440289218308802],[76.07445341012927,30.380681472154745]]]}"
14_37,76.19687356943219,1935.0685499906742,1934.2505572593307,1933.8212213197783,30.440289218308802,30.380681472154745,0.5081941628380583,76.13566348978073,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.13566348978073,30.380681472154745],[76.19687356943219,30.380681472154745],[76.19687356943219,30.440289218308802],[76.13566348978073,30.440289218308802],[76.13566348978073,30.380681472154745]]]}"
14_38,76.25808364908364,1934.0661569731699,1932.6630510183197,1931.5227406659305,30.440289218308802,30.380681472154745,1.1238311036288897,76.19687356943219,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.19687356943219,30.380681472154745],[76.25808364908364,30.380681472154745],[76.25808364908364,30.440289218308802],[76.19687356943219,30.440289218308802],[76.19687356943219,30.380681472154745]]]}"
14_39,76.3192937287351,1933.5963965799924,1931.4011537235226,1930.5377659033147,30.440289218308802,30.380681472154745,0.9587135214079706,76.25808364908364,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.25808364908364,30.380681472154745],[76.3192937287351,30.380681472154745],[76.3192937287351,30.440289218308802],[76.25808364908364,30.440289218308802],[76.25808364908364,30.380681472154745]]]}"
14_40,76.38050380838656,1935.4605695000134,1932.924359155174,1930.5377659033147,30.440289218308802,30.380681472154745,1.7683710414193228,76.3192937287351,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.3192937287351,30.380681472154745],[76.38050380838656,30.380681472154745],[76.38050380838656,30.440289218308802],[76.3192937287351,30.440289218308802],[76.3192937287351,30.380681472154745]]]}"
14_41,76.44171388803802,1935.5843411879773,1934.9907441920402,1933.6510260774003,30.440289218308802,30.380681472154745,0.7653490859985392,76.38050380838656,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.38050380838656,30.380681472154745],[76.44171388803802,30.380681472154745],[76.44171388803802,30.440289218308802],[76.38050380838656,30.440289218308802],[76.38050380838656,30.380681472154745]]]}"
14_42,76.5029239676895,1935.5843411879773,1934.4378104578477,1934.2122327583686,30.440289218308802,30.380681472154745,0.46879285311850394,76.44171388803804,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.44171388803804,30.380681472154745],[76.5029239676895,30.380681472154745],[76.5029239676895,30.440289218308802],[76.44171388803804,30.440289218308802],[76.44171388803804,30.380681472154745]]]}"
14_43,76.56413404734096,1934.8830376497767,1934.5891709892155,1934.2869656178138,30.440289218308802,30.380681472154745,0.22790210335503078,76.5029239676895,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.5029239676895,30.380681472154745],[76.56413404734096,30.380681472154745],[76.56413404734096,30.440289218308802],[76.5029239676895,30.440289218308802],[76.5029239676895,30.380681472154745]]]}"
14_44,76.62534412699242,1935.3648048444,1934.2918800469115,1932.7392941285716,30.440289218308802,30.380681472154745,0.9735965714840786,76.56413404734096,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.56413404734096,30.380681472154745],[76.62534412699242,30.380681472154745],[76.62534412699242,30.440289218308802],[76.56413404734096,30.440289218308802],[76.56413404734096,30.380681472154745]]]}"
14_45,76.68655420664388,1935.6430891408647,1934.2505677635993,1932.5719068988124,30.440289218308802,30.380681472154745,1.2310338819120403,76.62534412699242,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.62534412699242,30.380681472154745],[76.68655420664388,30.380681472154745],[76.68655420664388,30.440289218308802],[76.62534412699242,30.440289218308802],[76.62534412699242,30.380681472154745]]]}"
14_46,76.74776428629534,1934.3804124648339,1933.289239792325,1932.555313494897,30.440289218308802,30.380681472154745,0.7479603797691492,76.68655420664388,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.68655420664388,30.380681472154745],[76.74776428629534,30.380681472154745],[76.74776428629534,30.440289218308802],[76.68655420664388,30.440289218308802],[76.68655420664388,30.380681472154745]]]}"
14_47,76.8089743659468,1933.5041781488646,1932.8876378358516,1932.555313494897,30.440289218308802,30.380681472154745,0.34227576290524936,76.74776428629534,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.74776428629534,30.380681472154745],[76.8089743659468,30.380681472154745],[76.8089743659468,30.440289218308802],[76.74776428629534,30.440289218308802],[76.74776428629534,30.380681472154745]]]}"
14_48,76.87018444559826,1935.5110054863474,1933.9417532084,1933.5041781488646,30.440289218308802,30.380681472154745,0.9291412173711153,76.8089743659468,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.8089743659468,30.380681472154745],[76.87018444559826,30.380681472154745],[76.87018444559826,30.440289218308802],[76.8089743659468,30.440289218308802],[76.8089743659468,30.380681472154745]]]}"
14_49,76.93139452524971,1935.5110054863474,1934.4638975984346,1933.5778884594902,30.440289218308802,30.380681472154745,0.8068895426390917,76.87018444559826,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.87018444559826,30.380681472154745],[76.93139452524971,30.380681472154745],[76.93139452524971,30.440289218308802],[76.87018444559826,30.440289218308802],[76.87018444559826,30.380681472154745]]]}"
14_50,76.99260460490117,1934.6317473469348,1934.2058962500737,1933.5864764728208,30.440289218308802,30.380681472154745,0.5226354365523936,76.93139452524971,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[76.93139452524971,30.380681472154745],[76.99260460490117,30.380681472154745],[76.99260460490117,30.440289218308802],[76.93139452524971,30.440289218308802],[76.93139452524971,30.380681472154745]]]}"
15_1,73.99331070197961,1939.2784707796325,1937.1057874441256,1935.587748936536,30.499896964462863,30.440289218308806,1.3849843139031284,73.93210062232815,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[73.93210062232815,30.440289218308806],[73.99331070197961,30.440289218308806],[73.99331070197961,30.499896964462863],[73.93210062232815,30.499896964462863],[73.93210062232815,30.440289218308806]]]}"
15_2,74.05452078163107,1941.9014773172416,1935.8542943659502,1935.5641966150404,30.499896964462863,30.440289218308806,2.371992226659861,73.99331070197961,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[73.99331070197961,30.440289218308806],[74.05452078163107,30.440289218308806],[74.05452078163107,30.499896964462863],[73.99331070197961,30.499896964462863],[73.99331070197961,30.440289218308806]]]}"
15_3,74.11573086128253,1941.9014773172416,1936.1545043325768,1934.6874620492842,30.499896964462863,30.440289218308806,2.2725635125274084,74.05452078163107,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[74.05452078163107,30.440289218308806],[74.11573086128253,30.440289218308806],[74.11573086128253,30.499896964462863],[74.05452078163107,30.499896964462863],[74.05452078163107,30.440289218308806]]]}"
15_4,74.17694094093399,1938.1409893812277,1935.3923202065916,1934.3809903578292,30.499896964462863,30.440289218308806,1.295513827847052,74.11573086128253,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[74.11573086128253,30.440289218308806],[74.17694094093399,30.440289218308806],[74.17694094093399,30.499896964462863],[74.11573086128253,30.499896964462863],[74.11573086128253,30.440289218308806]]]}"
15_5,74.23815102058545,1936.0144331309307,1933.8068001727725,1933.192480198858,30.499896964462863,30.440289218308806,0.8970953570678727,74.17694094093399,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[74.17694094093399,30.440289218308806],[74.23815102058545,30.440289218308806],[74.23815102058545,30.499896964462863],[74.17694094093399,30.499896964462863],[74.17694094093399,30.440289218308806]]]}"
15_6,74.29936110023691,1935.9145940524904,1933.4151931516237,1932.7269363766438,30.499896964462863,30.440289218308806,0.9903928398764288,74.23815102058545,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[74.23815102058545,30.440289218308806],[74.29936110023691,30.440289218308806],[74.29936110023691,30.499896964462863],[74.23815102058545,30.499896964462863],[74.23815102058545,30.440289218308806]]]}"
15_7,74.36057117988837,1937.3815473845393,1935.7692029415173,1934.5875733632158,30.499896964462863,30.440289218308806,0.9626409401646486,74.29936110023691,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[74.29936110023691,30.440289218308806],[74.36057117988837,30.440289218308806],[74.36057117988837,30.499896964462863],[74.29936110023691,30.499896964462863],[74.29936110023691,30.440289218308806]]]}"
15_8,74.42178125953983,1937.3815473845393,1936.2616106941807,1933.3810347524307,30.499896964462863,30.440289218308806,1.3056766287808323,74.36057117988837,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[74.36057117988837,30.440289218308806],[74.42178125953983,30.440289218308806],[74.42178125953983,30.499896964462863],[74.36057117988837,30.499896964462863],[74.36057117988837,30.440289218308806]]]}"
